,0,7,5,8,1,6,3,2,9,4
0,600.0,3000.0,6000.0,15000.0,12600.0,14400.0,25200.0,49200.0,66000.0,89400.0
1,1200.0,3600.0,15600.0,21000.0,18000.0,21600.0,32400.0,58200.0,78000.0,377400.0
2,2400.0,7200.0,18600.0,28200.0,22200.0,55200.0,60000.0,67800.0,205200.0,378000.0
3,5400.0,23400.0,20400.0,55800.0,31200.0,66600.0,67200.0,69600.0,381600.0,378600.0
4,7800.0,30600.0,25800.0,202800.0,31800.0,69000.0,70200.0,70800.0,498000.0,379200.0
5,8400.0,33000.0,56400.0,495000.0,51000.0,71400.0,206400.0,72600.0,498600.0,379800.0
6,9000.0,34200.0,57000.0,497400.0,81600.0,86400.0,448200.0,73200.0,499200.0,380400.0
7,9600.0,50400.0,61200.0,499800.0,87600.0,88800.0,459000.0,375600.0,507600.0,381000.0
8,10200.0,54600.0,64800.0,501600.0,91200.0,465600.0,506400.0,376800.0,513000.0,403200.0
9,10800.0,59400.0,73800.0,521400.0,205800.0,491400.0,526200.0,483600.0,568800.0,464400.0
10,11400.0,72000.0,78600.0,551400.0,484200.0,519600.0,527400.0,490800.0,602400.0,493800.0
11,13200.0,77400.0,88200.0,553200.0,484800.0,529800.0,539400.0,492000.0,605400.0,496800.0
12,13800.0,202200.0,90600.0,558000.0,485400.0,533400.0,554400.0,493200.0,729000.0,508200.0
13,16200.0,204600.0,91800.0,561600.0,486000.0,537600.0,561000.0,500400.0,735000.0,509400.0
14,16800.0,209400.0,92400.0,562200.0,486600.0,542400.0,567000.0,502800.0,740400.0,511800.0
15,17400.0,376200.0,403800.0,569400.0,487200.0,559200.0,568200.0,531000.0,819600.0,514800.0
16,19200.0,420600.0,423600.0,609000.0,487800.0,563400.0,572400.0,548400.0,890400.0,520800.0
17,22800.0,421200.0,458400.0,610200.0,488400.0,565200.0,574200.0,550800.0,891600.0,540600.0
18,24000.0,421800.0,460200.0,610800.0,489000.0,571800.0,581400.0,553800.0,958800.0,556800.0
19,24600.0,422400.0,462600.0,612000.0,489600.0,579600.0,601800.0,564600.0,975600.0,570000.0
20,26400.0,463800.0,463200.0,670800.0,490200.0,582600.0,603000.0,580800.0,978000.0,570600.0
21,27000.0,492600.0,465000.0,816000.0,502200.0,583200.0,606000.0,585000.0,1110600.0,573000.0
22,27600.0,496200.0,494400.0,820800.0,507000.0,583800.0,724200.0,588600.0,1134000.0,577200.0
23,29400.0,508800.0,512400.0,822600.0,526800.0,586800.0,725400.0,604800.0,1135200.0,593400.0
24,30000.0,514200.0,513600.0,891000.0,531600.0,611400.0,726000.0,816600.0,1135800.0,600600.0
25,33600.0,520200.0,525000.0,894600.0,540000.0,671400.0,726600.0,819000.0,1137000.0,603600.0
26,34800.0,523200.0,528600.0,960000.0,544200.0,821400.0,727200.0,822000.0,1138200.0,609600.0
27,35400.0,523800.0,529200.0,960600.0,544800.0,825000.0,727800.0,826200.0,1139400.0,613800.0
28,36000.0,525600.0,532200.0,961200.0,546000.0,848400.0,741600.0,843000.0,1142400.0,734400.0
29,36600.0,528000.0,532800.0,961800.0,552000.0,864600.0,817200.0,843600.0,1158600.0,739800.0
30,37200.0,530400.0,534000.0,962400.0,556200.0,936000.0,825600.0,927000.0,1159200.0,815400.0
31,37800.0,538200.0,534600.0,963000.0,560400.0,990000.0,830400.0,934800.0,1162200.0,889200.0
32,38400.0,538800.0,535200.0,963600.0,562800.0,1101600.0,831000.0,969000.0,1164600.0,889800.0
33,39000.0,541800.0,535800.0,964200.0,573600.0,1102200.0,831600.0,979800.0,1313400.0,968400.0
34,39600.0,543000.0,536400.0,964800.0,577800.0,1104000.0,860400.0,1075800.0,1317000.0,969600.0
35,40200.0,543600.0,537000.0,965400.0,582000.0,1150200.0,861000.0,1076400.0,1342200.0,974400.0
36,40800.0,545400.0,555000.0,966000.0,584400.0,1150800.0,885600.0,1083600.0,1345800.0,975000.0
37,41400.0,546600.0,557400.0,990600.0,599400.0,1194600.0,892200.0,1084200.0,1347600.0,1077600.0
38,42000.0,547200.0,558600.0,1012800.0,601200.0,1322400.0,892800.0,1112400.0,1348200.0,1102800.0
39,42600.0,549000.0,564000.0,1153200.0,606600.0,1338600.0,915600.0,1159800.0,1348800.0,1111200.0
40,43200.0,549600.0,567600.0,1161600.0,612600.0,1339200.0,937800.0,1163400.0,1349400.0,1111800.0
41,43800.0,550200.0,574800.0,1165800.0,615600.0,1341000.0,938400.0,1164000.0,1350000.0,1136400.0
42,44400.0,552600.0,587400.0,1192200.0,697200.0,1515000.0,939000.0,1167000.0,1350600.0,1137600.0
43,45000.0,555600.0,616800.0,1323000.0,722400.0,1515600.0,939600.0,1167600.0,1369800.0,1138800.0
44,45600.0,559800.0,817800.0,1323600.0,723000.0,1518600.0,940200.0,1308600.0,1423800.0,1140000.0
45,46200.0,566400.0,823800.0,1336800.0,723600.0,1519800.0,940800.0,1314000.0,1524600.0,1141200.0
46,46800.0,571200.0,824400.0,1341600.0,724800.0,1601400.0,941400.0,1314600.0,1531200.0,1143000.0
47,47400.0,576600.0,841200.0,1369200.0,729600.0,1602000.0,942000.0,1315200.0,1652400.0,1168200.0
48,48000.0,580200.0,856200.0,1393800.0,730200.0,1604400.0,942600.0,1315800.0,1662000.0,1173600.0
49,48600.0,585600.0,857400.0,1394400.0,733800.0,1630800.0,943200.0,1316400.0,1692000.0,1360800.0
50,49800.0,586200.0,935400.0,1395000.0,735600.0,1657800.0,943800.0,1317600.0,1692600.0,1361400.0
51,51600.0,588000.0,936600.0,1395600.0,736200.0,1665000.0,967200.0,1324200.0,,1362000.0
52,52200.0,590400.0,988200.0,1513200.0,738600.0,1665600.0,967800.0,1346400.0,,1362600.0
53,52800.0,591600.0,989400.0,1518000.0,741000.0,,979200.0,1347000.0,,1363200.0
54,53400.0,595800.0,1087800.0,1528800.0,820200.0,,993000.0,1351800.0,,1426200.0
55,54000.0,598800.0,1101000.0,1533600.0,841800.0,,995400.0,1353000.0,,1532400.0
56,58800.0,600000.0,1103400.0,1548000.0,842400.0,,1018800.0,1360200.0,,1548600.0
57,60600.0,604200.0,1104600.0,1550400.0,861600.0,,1019400.0,1520400.0,,1594200.0
58,61800.0,613200.0,1155600.0,1551000.0,871200.0,,1020000.0,1531800.0,,1598400.0
59,62400.0,615000.0,1195200.0,1558200.0,871800.0,,1020600.0,1536000.0,,1599000.0
60,63000.0,621000.0,1319400.0,1593000.0,872400.0,,1021200.0,1593600.0,,1599600.0
61,63600.0,621600.0,1327200.0,1594800.0,881400.0,,1021800.0,1646400.0,,1648800.0
62,64200.0,623400.0,1327800.0,1618800.0,882000.0,,1022400.0,1648200.0,,1650000.0
63,65400.0,721200.0,1328400.0,1628400.0,898800.0,,1023000.0,1650600.0,,1651800.0
64,68400.0,721800.0,1329000.0,1673400.0,925200.0,,1023600.0,1661400.0,,
65,74400.0,728400.0,1338000.0,,926400.0,,1024200.0,1693200.0,,
66,75000.0,736800.0,1339800.0,,927600.0,,1024800.0,1693800.0,,
67,75600.0,739200.0,1340400.0,,958200.0,,1025400.0,1694400.0,,
68,76200.0,807000.0,1510800.0,,959400.0,,1026000.0,1695000.0,,
69,76800.0,808200.0,1511400.0,,970800.0,,1026600.0,1695600.0,,
70,79200.0,809400.0,1521600.0,,994200.0,,1027200.0,1696200.0,,
71,79800.0,828600.0,1522200.0,,1081800.0,,1027800.0,,,
72,80400.0,829200.0,1522800.0,,1082400.0,,1105200.0,,,
73,81000.0,829800.0,1523400.0,,1083000.0,,1105800.0,,,
74,82200.0,834000.0,1524000.0,,1117800.0,,1119600.0,,,
