,4,3,0,1,2
101,572900.0,10700.0,,,
102,573200.0,10800.0,,,
103,573700.0,10900.0,,,
104,573800.0,11000.0,,,
105,574000.0,11100.0,,,
106,574200.0,11200.0,,,
107,574400.0,11300.0,,,
108,574500.0,11400.0,,,
109,574800.0,11500.0,,,
110,574900.0,11600.0,,,
111,575000.0,11700.0,,,
112,575100.0,11800.0,,,
113,575200.0,11900.0,,,
114,575500.0,12000.0,,,
115,575800.0,12100.0,,,
116,576000.0,12200.0,,,
117,576400.0,12300.0,,,
118,576500.0,12400.0,,,
119,576600.0,12500.0,,,
120,576700.0,12600.0,,,
121,576800.0,12700.0,,,
122,577000.0,12800.0,,,
123,577700.0,12900.0,,,
124,577900.0,13000.0,,,
125,578000.0,13100.0,,,
126,578100.0,13200.0,,,
127,578600.0,13300.0,,,
128,578700.0,13400.0,,,
129,579000.0,13500.0,,,
130,579200.0,13600.0,,,
131,579300.0,13700.0,,,
132,579600.0,13800.0,,,
133,580300.0,13900.0,,,
134,580400.0,14000.0,,,
135,580800.0,14100.0,,,
136,581000.0,14200.0,,,
137,581400.0,14300.0,,,
138,582900.0,14400.0,,,
139,583000.0,14500.0,,,
140,583100.0,14600.0,,,
141,583300.0,14700.0,,,
142,583400.0,14800.0,,,
143,583500.0,14900.0,,,
144,585300.0,15000.0,,,
145,585500.0,15100.0,,,
146,585600.0,15200.0,,,
147,585900.0,15300.0,,,
148,586100.0,15400.0,,,
149,586200.0,15500.0,,,
150,586300.0,15600.0,,,
151,586400.0,15700.0,,,
152,586600.0,15800.0,,,
153,586700.0,15900.0,,,
154,586800.0,16000.0,,,
155,586900.0,16100.0,,,
156,587100.0,16200.0,,,
157,587300.0,16300.0,,,
158,587400.0,16400.0,,,
159,587500.0,16500.0,,,
160,587600.0,16600.0,,,
161,587700.0,16700.0,,,
162,587800.0,16800.0,,,
163,588000.0,16900.0,,,
164,588200.0,17000.0,,,
165,588300.0,17100.0,,,
166,588400.0,17200.0,,,
167,588600.0,17300.0,,,
168,588700.0,17400.0,,,
169,588800.0,17500.0,,,
170,589000.0,17600.0,,,
171,589200.0,17700.0,,,
172,589400.0,17800.0,,,
173,589500.0,17900.0,,,
174,589600.0,18000.0,,,
175,589700.0,18100.0,,,
176,590300.0,18200.0,,,
177,590400.0,18300.0,,,
178,624000.0,18400.0,,,
179,624100.0,18500.0,,,
180,626400.0,18600.0,,,
181,627300.0,18700.0,,,
182,642500.0,18800.0,,,
183,689800.0,18900.0,,,
184,775100.0,19000.0,,,
185,775300.0,19100.0,,,
186,777400.0,19200.0,,,
187,777800.0,19300.0,,,
188,777900.0,19400.0,,,
189,778000.0,19500.0,,,
190,778500.0,19600.0,,,
191,778600.0,19700.0,,,
192,778800.0,19800.0,,,
193,778900.0,19900.0,,,
194,779000.0,20000.0,,,
195,779300.0,20100.0,,,
196,779400.0,20200.0,,,
197,779500.0,20300.0,,,
198,779600.0,20400.0,,,
199,779700.0,20500.0,,,
200,780000.0,20600.0,,,
201,780100.0,20700.0,,,
202,780200.0,20800.0,,,
203,780700.0,20900.0,,,
204,780800.0,21000.0,,,
205,781100.0,21100.0,,,
206,781200.0,21200.0,,,
207,781300.0,21300.0,,,
208,781400.0,21400.0,,,
209,781700.0,21500.0,,,
210,781800.0,21600.0,,,
211,781900.0,21700.0,,,
212,782000.0,21800.0,,,
213,782100.0,21900.0,,,
214,782200.0,22000.0,,,
215,802900.0,22100.0,,,
216,821100.0,22200.0,,,
217,821200.0,22300.0,,,
218,821300.0,22400.0,,,
219,821400.0,22500.0,,,
220,835900.0,22600.0,,,
221,836000.0,22700.0,,,
222,836800.0,22800.0,,,
223,841300.0,22900.0,,,
224,841400.0,23000.0,,,
225,841500.0,23100.0,,,
226,841600.0,23300.0,,,
227,853700.0,23400.0,,,
228,904500.0,23500.0,,,
229,905100.0,23600.0,,,
230,908400.0,23700.0,,,
231,909500.0,23800.0,,,
232,912800.0,23900.0,,,
233,912900.0,24000.0,,,
234,913000.0,24100.0,,,
235,913200.0,24200.0,,,
236,913900.0,24300.0,,,
237,914000.0,24400.0,,,
238,914100.0,24500.0,,,
239,914200.0,24600.0,,,
240,914300.0,24700.0,,,
241,914400.0,24800.0,,,
242,914500.0,24900.0,,,
243,914600.0,25000.0,,,
244,914800.0,25100.0,,,
245,914900.0,25200.0,,,
246,920800.0,25300.0,,,
247,921300.0,25400.0,,,
248,956100.0,25500.0,,,
249,956200.0,25600.0,,,
250,956300.0,25700.0,,,
251,956400.0,25800.0,,,
252,956500.0,25900.0,,,
253,956600.0,26000.0,,,
254,956900.0,26100.0,,,
255,957000.0,26200.0,,,
256,957100.0,26300.0,,,
257,957200.0,26400.0,,,
258,957300.0,26500.0,,,
259,957400.0,26600.0,,,
260,957500.0,26700.0,,,
261,957700.0,26800.0,,,
262,967800.0,26900.0,,,
263,970700.0,27000.0,,,
264,984700.0,27100.0,,,
265,984800.0,27200.0,,,
266,985400.0,27300.0,,,
267,985500.0,27400.0,,,
268,986200.0,27500.0,,,
269,986300.0,27600.0,,,
270,986400.0,27700.0,,,
271,1003500.0,27800.0,,,
272,1051700.0,27900.0,,,
273,1058600.0,28000.0,,,
274,1058700.0,28100.0,,,
275,1058800.0,28200.0,,,
276,1059000.0,28300.0,,,
277,1059100.0,28400.0,,,
278,1059300.0,28500.0,,,
279,1059700.0,28600.0,,,
280,1060100.0,28700.0,,,
281,1060200.0,28800.0,,,
282,1060400.0,28900.0,,,
283,1060500.0,29000.0,,,
284,1060700.0,29100.0,,,
285,1060800.0,29200.0,,,
286,1061100.0,29300.0,,,
287,1061200.0,29400.0,,,
288,1062400.0,29500.0,,,
289,1064900.0,29600.0,,,
290,1067400.0,29700.0,,,
291,1074200.0,29800.0,,,
292,1074300.0,29900.0,,,
293,1208200.0,30000.0,,,
294,1208300.0,30100.0,,,
295,1208400.0,30200.0,,,
296,1208500.0,30300.0,,,
297,1235100.0,30400.0,,,
298,1414600.0,30500.0,,,
299,1415400.0,30600.0,,,
300,1416200.0,30700.0,,,
301,1427800.0,30800.0,,,
302,1720300.0,30900.0,,,
303,1721900.0,31000.0,,,
304,1722300.0,31100.0,,,
305,1722400.0,31200.0,,,
306,1722500.0,31300.0,,,
307,1722700.0,31400.0,,,
308,1723300.0,31500.0,,,
309,1724700.0,31600.0,,,
310,1728000.0,31700.0,,,
311,1728500.0,31800.0,,,
312,1729600.0,31900.0,,,
313,1730600.0,32000.0,,,
314,1730700.0,32100.0,,,
315,1731200.0,32200.0,,,
316,1731400.0,32300.0,,,
317,1731500.0,32400.0,,,
318,1786200.0,32500.0,,,
319,1786300.0,32600.0,,,
320,1786700.0,32700.0,,,
321,1786800.0,32800.0,,,
322,1787000.0,32900.0,,,
323,1787300.0,33000.0,,,
324,1787500.0,33100.0,,,
325,1787600.0,33200.0,,,
326,1787700.0,33300.0,,,
327,1787900.0,33400.0,,,
328,1788000.0,33500.0,,,
329,1788100.0,33600.0,,,
330,1788400.0,33700.0,,,
331,1788700.0,33800.0,,,
332,1788800.0,33900.0,,,
333,1788900.0,34000.0,,,
334,1789000.0,34100.0,,,
335,1789100.0,34200.0,,,
336,1789300.0,34300.0,,,
337,1789400.0,34400.0,,,
338,1789500.0,34500.0,,,
339,1789700.0,34600.0,,,
340,1789800.0,34700.0,,,
341,1789900.0,34800.0,,,
342,1790000.0,34900.0,,,
343,1790300.0,35000.0,,,
344,1790500.0,35100.0,,,
345,1790600.0,35200.0,,,
346,1790700.0,35300.0,,,
347,1790800.0,35400.0,,,
348,1792100.0,35500.0,,,
349,1792200.0,35600.0,,,
350,1999300.0,35700.0,,,
351,1999400.0,35800.0,,,
352,2020800.0,35900.0,,,
353,2021400.0,36000.0,,,
354,2023200.0,36100.0,,,
355,2023300.0,36200.0,,,
356,2023400.0,36300.0,,,
357,2104000.0,36400.0,,,
358,2144200.0,36500.0,,,
359,2144600.0,36600.0,,,
360,2144900.0,36700.0,,,
361,2145000.0,36800.0,,,
362,2145100.0,36900.0,,,
363,2145200.0,37000.0,,,
364,2145300.0,37100.0,,,
365,2145400.0,37200.0,,,
366,2145500.0,37300.0,,,
367,2145600.0,37400.0,,,
368,2145700.0,37500.0,,,
369,2145800.0,37600.0,,,
370,2145900.0,37700.0,,,
371,2146000.0,37800.0,,,
372,2146100.0,37900.0,,,
373,2146200.0,38000.0,,,
374,2146400.0,38100.0,,,
375,2146600.0,38200.0,,,
376,2146700.0,38300.0,,,
377,2146800.0,38400.0,,,
378,2146900.0,38500.0,,,
379,2147100.0,38600.0,,,
380,2147200.0,38700.0,,,
381,2147300.0,38800.0,,,
382,2147400.0,38900.0,,,
383,2147600.0,39000.0,,,
384,2147700.0,39100.0,,,
385,2147800.0,39200.0,,,
386,2147900.0,39300.0,,,
387,2148000.0,39400.0,,,
388,2148100.0,39500.0,,,
389,2148200.0,39600.0,,,
390,2148300.0,39700.0,,,
391,2148600.0,39800.0,,,
392,2183100.0,39900.0,,,
393,2209800.0,40000.0,,,
394,2209900.0,40100.0,,,
395,2212600.0,40200.0,,,
396,2218700.0,40300.0,,,
397,2219400.0,40400.0,,,
398,2335500.0,40500.0,,,
399,2461400.0,40600.0,,,
400,2461500.0,40700.0,,,
401,2467000.0,40800.0,,,
402,2554400.0,40900.0,,,
403,2554500.0,41000.0,,,
404,2554600.0,41100.0,,,
405,2554800.0,41200.0,,,
406,2555100.0,41300.0,,,
407,2555200.0,41400.0,,,
408,2555300.0,41500.0,,,
409,2556000.0,41600.0,,,
410,2556100.0,41700.0,,,
411,2556500.0,41800.0,,,
412,2556600.0,41900.0,,,
413,2556700.0,42000.0,,,
414,2556900.0,42100.0,,,
415,2557000.0,42200.0,,,
416,2557300.0,42300.0,,,
417,2557900.0,42400.0,,,
418,2558200.0,42500.0,,,
419,2558300.0,42600.0,,,
420,2558400.0,42700.0,,,
421,2558500.0,42800.0,,,
422,2558600.0,42900.0,,,
423,2559000.0,43000.0,,,
424,2559100.0,43100.0,,,
425,2559300.0,43200.0,,,
426,2559500.0,43300.0,,,
427,2559600.0,43400.0,,,
428,2559700.0,43500.0,,,
429,2559800.0,43600.0,,,
430,2559900.0,43700.0,,,
431,2560000.0,43800.0,,,
432,2560100.0,43900.0,,,
433,2560200.0,44000.0,,,
434,2560700.0,44100.0,,,
435,2561300.0,44200.0,,,
436,2591100.0,44300.0,,,
437,2591300.0,44400.0,,,
438,2591600.0,44500.0,,,
439,2592000.0,44600.0,,,
440,2652700.0,44700.0,,,
441,2873700.0,44800.0,,,
442,2873800.0,44900.0,,,
443,2873900.0,45000.0,,,
444,2874000.0,45100.0,,,
445,2874400.0,45200.0,,,
446,2874500.0,45300.0,,,
447,2874800.0,45400.0,,,
448,2875000.0,45500.0,,,
449,2875300.0,45600.0,,,
450,2875400.0,45700.0,,,
451,3036600.0,45800.0,,,
452,3036700.0,45900.0,,,
453,3036900.0,46000.0,,,
454,3037000.0,46100.0,,,
455,3037100.0,46200.0,,,
456,3038400.0,46300.0,,,
457,3038500.0,46400.0,,,
458,3038600.0,46500.0,,,
459,3038700.0,46600.0,,,
460,3039100.0,46700.0,,,
461,3039300.0,46800.0,,,
462,3039600.0,46900.0,,,
463,3039700.0,47000.0,,,
464,3039900.0,47100.0,,,
465,3042900.0,47200.0,,,
466,3043100.0,47300.0,,,
467,3098100.0,47400.0,,,
468,3098400.0,47500.0,,,
469,3115900.0,47600.0,,,
470,3116000.0,47700.0,,,
471,3140000.0,47800.0,,,
472,3140100.0,47900.0,,,
473,3140200.0,48000.0,,,
474,3140300.0,48100.0,,,
475,3140400.0,48200.0,,,
476,3140500.0,48300.0,,,
477,3140600.0,48400.0,,,
478,3140800.0,48500.0,,,
479,3140900.0,48600.0,,,
480,3141100.0,48700.0,,,
481,3141200.0,48800.0,,,
482,3141300.0,48900.0,,,
483,3141400.0,49000.0,,,
484,3141500.0,49100.0,,,
485,3141600.0,49200.0,,,
486,3141700.0,49300.0,,,
487,3141800.0,49400.0,,,
488,3141900.0,49500.0,,,
489,3142000.0,49600.0,,,
490,3142100.0,49700.0,,,
491,3142200.0,49800.0,,,
492,3142300.0,49900.0,,,
493,3142400.0,50000.0,,,
494,3143300.0,50100.0,,,
495,3143400.0,50200.0,,,
496,3143500.0,50300.0,,,
497,3143600.0,50400.0,,,
498,3143700.0,50500.0,,,
499,3143800.0,50600.0,,,
500,3143900.0,50700.0,,,
501,3144000.0,50800.0,,,
502,3144200.0,50900.0,,,
503,3144300.0,51000.0,,,
504,3144400.0,51100.0,,,
505,3144500.0,51200.0,,,
506,3144600.0,51300.0,,,
507,3144700.0,51400.0,,,
508,3144800.0,51500.0,,,
509,3145000.0,51600.0,,,
510,3145100.0,51700.0,,,
511,3145200.0,51800.0,,,
512,3145300.0,51900.0,,,
513,3145500.0,52000.0,,,
514,3145600.0,52100.0,,,
515,3145700.0,52200.0,,,
516,3145800.0,52300.0,,,
517,3145900.0,52400.0,,,
518,3146000.0,52500.0,,,
519,3146100.0,52600.0,,,
520,3146200.0,52700.0,,,
521,3146300.0,52800.0,,,
522,3146400.0,52900.0,,,
523,3146500.0,53000.0,,,
524,3146600.0,53100.0,,,
525,3146900.0,53200.0,,,
526,3147100.0,53300.0,,,
527,3147400.0,53400.0,,,
528,3147900.0,53500.0,,,
529,3148300.0,53600.0,,,
530,3148500.0,53700.0,,,
531,3148600.0,53800.0,,,
532,3149500.0,53900.0,,,
533,3150200.0,54000.0,,,
534,3150300.0,54100.0,,,
535,3150600.0,54200.0,,,
536,3150700.0,54300.0,,,
537,3151200.0,54400.0,,,
538,3151400.0,54500.0,,,
539,3151600.0,54600.0,,,
540,3152400.0,54700.0,,,
541,3152500.0,54800.0,,,
542,3152600.0,54900.0,,,
543,3152700.0,55000.0,,,
544,3152800.0,55100.0,,,
545,3153100.0,55200.0,,,
546,3153200.0,55300.0,,,
547,3153300.0,55400.0,,,
548,3153400.0,55500.0,,,
549,3153500.0,55600.0,,,
550,3153600.0,55700.0,,,
551,3153800.0,55800.0,,,
552,3153900.0,55900.0,,,
553,3154000.0,56000.0,,,
554,3216700.0,56100.0,,,
555,3348000.0,56200.0,,,
556,3348400.0,56300.0,,,
557,3348500.0,56400.0,,,
558,3368000.0,56500.0,,,
559,3368700.0,56600.0,,,
560,3369300.0,56700.0,,,
561,3369400.0,56800.0,,,
562,3370600.0,56900.0,,,
563,3382400.0,57000.0,,,
564,3391500.0,57100.0,,,
565,3391700.0,57200.0,,,
566,3391800.0,57300.0,,,
567,3391900.0,57400.0,,,
568,3392000.0,57500.0,,,
569,3392200.0,57600.0,,,
570,3392500.0,57700.0,,,
571,3392600.0,57800.0,,,
572,3392700.0,57900.0,,,
573,3392800.0,58000.0,,,
574,3392900.0,58100.0,,,
575,3393000.0,58200.0,,,
576,3393100.0,58300.0,,,
577,3393200.0,58400.0,,,
578,3393300.0,58500.0,,,
579,3393400.0,58600.0,,,
580,3393500.0,58700.0,,,
581,3393600.0,58800.0,,,
582,3393700.0,58900.0,,,
583,3393800.0,59000.0,,,
584,3393900.0,59100.0,,,
585,3394000.0,59200.0,,,
586,3394100.0,59300.0,,,
587,3394200.0,59400.0,,,
588,3394300.0,59500.0,,,
589,3394400.0,59600.0,,,
590,3457000.0,59700.0,,,
591,,59800.0,,,
592,,59900.0,,,
593,,60000.0,,,
594,,60100.0,,,
595,,60200.0,,,
596,,60300.0,,,
597,,60400.0,,,
598,,60500.0,,,
599,,60600.0,,,
600,,60700.0,,,
601,,60800.0,,,
602,,60900.0,,,
603,,61000.0,,,
604,,61100.0,,,
605,,61200.0,,,
606,,61300.0,,,
607,,61400.0,,,
608,,61500.0,,,
609,,61600.0,,,
610,,61700.0,,,
611,,61800.0,,,
612,,61900.0,,,
613,,62000.0,,,
614,,62100.0,,,
615,,62200.0,,,
616,,62300.0,,,
617,,62400.0,,,
618,,62500.0,,,
619,,62600.0,,,
620,,62700.0,,,
621,,62800.0,,,
622,,62900.0,,,
623,,63000.0,,,
624,,63100.0,,,
625,,63200.0,,,
626,,63300.0,,,
627,,63400.0,,,
628,,63500.0,,,
629,,63600.0,,,
630,,63700.0,,,
631,,63800.0,,,
632,,63900.0,,,
633,,64000.0,,,
634,,64100.0,,,
635,,64200.0,,,
636,,64300.0,,,
637,,64400.0,,,
638,,64500.0,,,
639,,64600.0,,,
640,,64700.0,,,
641,,64800.0,,,
642,,64900.0,,,
643,,65000.0,,,
644,,65100.0,,,
645,,65200.0,,,
646,,65300.0,,,
647,,65400.0,,,
648,,65500.0,,,
649,,65600.0,,,
650,,65700.0,,,
651,,65800.0,,,
652,,65900.0,,,
653,,66000.0,,,
654,,66100.0,,,
655,,66200.0,,,
656,,66300.0,,,
657,,66400.0,,,
658,,66500.0,,,
659,,66600.0,,,
660,,66700.0,,,
661,,66800.0,,,
662,,66900.0,,,
663,,67000.0,,,
664,,67100.0,,,
665,,67200.0,,,
666,,67300.0,,,
667,,67400.0,,,
668,,67500.0,,,
669,,67600.0,,,
670,,67700.0,,,
671,,67800.0,,,
672,,67900.0,,,
673,,68000.0,,,
674,,68100.0,,,
675,,68200.0,,,
676,,68300.0,,,
677,,68400.0,,,
678,,68500.0,,,
679,,68600.0,,,
680,,68700.0,,,
681,,68800.0,,,
682,,68900.0,,,
683,,69000.0,,,
684,,69100.0,,,
685,,69200.0,,,
686,,69300.0,,,
687,,69400.0,,,
688,,69500.0,,,
689,,69600.0,,,
690,,69700.0,,,
691,,69800.0,,,
692,,69900.0,,,
693,,70000.0,,,
694,,70100.0,,,
695,,70200.0,,,
696,,70300.0,,,
697,,70400.0,,,
698,,70500.0,,,
699,,70600.0,,,
700,,70700.0,,,
701,,70800.0,,,
702,,70900.0,,,
703,,71000.0,,,
704,,71100.0,,,
705,,71200.0,,,
706,,71300.0,,,
707,,71400.0,,,
708,,71500.0,,,
709,,71600.0,,,
710,,71700.0,,,
711,,71800.0,,,
712,,71900.0,,,
713,,72000.0,,,
714,,72100.0,,,
715,,72200.0,,,
716,,72300.0,,,
717,,72400.0,,,
718,,72500.0,,,
719,,72600.0,,,
720,,72700.0,,,
721,,72800.0,,,
722,,72900.0,,,
723,,73000.0,,,
724,,73100.0,,,
725,,73200.0,,,
726,,73300.0,,,
727,,73400.0,,,
728,,73500.0,,,
729,,73600.0,,,
730,,73700.0,,,
731,,73800.0,,,
732,,73900.0,,,
733,,74000.0,,,
734,,74100.0,,,
735,,74200.0,,,
736,,74300.0,,,
737,,74400.0,,,
738,,74500.0,,,
739,,74600.0,,,
740,,74700.0,,,
741,,74800.0,,,
742,,74900.0,,,
743,,75000.0,,,
744,,75100.0,,,
745,,75200.0,,,
746,,75300.0,,,
747,,75400.0,,,
748,,75500.0,,,
749,,75600.0,,,
750,,75700.0,,,
751,,75800.0,,,
752,,75900.0,,,
753,,76000.0,,,
754,,76100.0,,,
755,,76200.0,,,
756,,76300.0,,,
757,,76400.0,,,
758,,76500.0,,,
759,,76600.0,,,
760,,76700.0,,,
761,,76800.0,,,
762,,76900.0,,,
763,,77000.0,,,
764,,77100.0,,,
765,,77200.0,,,
766,,77300.0,,,
767,,77400.0,,,
768,,77500.0,,,
769,,77600.0,,,
770,,77700.0,,,
771,,77800.0,,,
772,,77900.0,,,
773,,78000.0,,,
774,,78100.0,,,
775,,78200.0,,,
776,,78300.0,,,
777,,78400.0,,,
778,,78500.0,,,
779,,78600.0,,,
780,,78700.0,,,
781,,78800.0,,,
782,,78900.0,,,
783,,79000.0,,,
784,,79100.0,,,
785,,79200.0,,,
786,,79300.0,,,
787,,79400.0,,,
788,,79500.0,,,
789,,79600.0,,,
790,,79700.0,,,
791,,79800.0,,,
792,,79900.0,,,
793,,80000.0,,,
794,,80100.0,,,
795,,80200.0,,,
796,,80300.0,,,
797,,80400.0,,,
798,,80500.0,,,
799,,80600.0,,,
800,,80700.0,,,
801,,80800.0,,,
802,,80900.0,,,
803,,81000.0,,,
804,,81100.0,,,
805,,81200.0,,,
806,,81300.0,,,
807,,81400.0,,,
808,,81500.0,,,
809,,81600.0,,,
810,,81700.0,,,
811,,81800.0,,,
812,,81900.0,,,
813,,82000.0,,,
814,,82100.0,,,
815,,82200.0,,,
816,,82300.0,,,
817,,82400.0,,,
818,,82500.0,,,
819,,82600.0,,,
820,,82700.0,,,
821,,82800.0,,,
822,,82900.0,,,
823,,83000.0,,,
824,,83100.0,,,
825,,83200.0,,,
826,,83300.0,,,
827,,83400.0,,,
828,,83500.0,,,
829,,83600.0,,,
830,,83700.0,,,
831,,83800.0,,,
832,,83900.0,,,
833,,84000.0,,,
834,,84100.0,,,
835,,84200.0,,,
836,,84300.0,,,
837,,84400.0,,,
838,,84500.0,,,
839,,84600.0,,,
840,,84700.0,,,
841,,84800.0,,,
842,,84900.0,,,
843,,85000.0,,,
844,,85100.0,,,
845,,85200.0,,,
846,,85300.0,,,
847,,85400.0,,,
848,,85500.0,,,
849,,85600.0,,,
850,,85700.0,,,
851,,85800.0,,,
852,,85900.0,,,
853,,86000.0,,,
854,,86100.0,,,
855,,86200.0,,,
856,,86300.0,,,
857,,86400.0,,,
858,,86500.0,,,
859,,86600.0,,,
860,,86700.0,,,
861,,86800.0,,,
862,,86900.0,,,
863,,87000.0,,,
864,,87100.0,,,
865,,87200.0,,,
866,,87300.0,,,
867,,87400.0,,,
868,,87500.0,,,
869,,87600.0,,,
870,,87700.0,,,
871,,87800.0,,,
872,,87900.0,,,
873,,88000.0,,,
874,,88100.0,,,
875,,88200.0,,,
876,,88300.0,,,
877,,88400.0,,,
878,,88500.0,,,
879,,88600.0,,,
880,,88700.0,,,
881,,88800.0,,,
882,,88900.0,,,
883,,89000.0,,,
884,,89100.0,,,
885,,89200.0,,,
886,,89300.0,,,
887,,89400.0,,,
888,,89500.0,,,
889,,89600.0,,,
890,,89700.0,,,
891,,89800.0,,,
892,,89900.0,,,
893,,90000.0,,,
894,,90100.0,,,
895,,90200.0,,,
896,,90300.0,,,
897,,90400.0,,,
898,,90500.0,,,
899,,90600.0,,,
900,,90700.0,,,
901,,90800.0,,,
902,,90900.0,,,
903,,91000.0,,,
904,,91100.0,,,
905,,91200.0,,,
906,,91300.0,,,
907,,91400.0,,,
908,,91500.0,,,
909,,91600.0,,,
910,,91700.0,,,
911,,91800.0,,,
912,,91900.0,,,
913,,92000.0,,,
914,,92100.0,,,
915,,92200.0,,,
916,,92300.0,,,
917,,92400.0,,,
918,,92500.0,,,
919,,92600.0,,,
920,,92700.0,,,
921,,92800.0,,,
922,,92900.0,,,
923,,93000.0,,,
924,,93100.0,,,
925,,93200.0,,,
926,,93300.0,,,
927,,93400.0,,,
928,,93500.0,,,
929,,93600.0,,,
930,,93700.0,,,
931,,93800.0,,,
932,,93900.0,,,
933,,94000.0,,,
934,,94100.0,,,
935,,94200.0,,,
936,,94300.0,,,
937,,94400.0,,,
938,,94500.0,,,
939,,94600.0,,,
940,,94700.0,,,
941,,94800.0,,,
942,,94900.0,,,
943,,95000.0,,,
944,,95100.0,,,
945,,95200.0,,,
946,,95300.0,,,
947,,95400.0,,,
948,,95500.0,,,
949,,95600.0,,,
950,,95700.0,,,
951,,95800.0,,,
952,,95900.0,,,
953,,96000.0,,,
954,,96100.0,,,
955,,96200.0,,,
956,,96300.0,,,
957,,96400.0,,,
958,,96500.0,,,
959,,96600.0,,,
960,,96700.0,,,
961,,96800.0,,,
962,,96900.0,,,
963,,97000.0,,,
964,,97100.0,,,
965,,97200.0,,,
966,,97300.0,,,
967,,97400.0,,,
968,,97500.0,,,
