,0,5,4,3,2,1
0,100.0,1200.0,2000.0,21400.0,23500.0,51000.0
1,200.0,1700.0,3400.0,23400.0,50100.0,51100.0
2,300.0,1800.0,5500.0,50800.0,51400.0,109400.0
3,400.0,2100.0,50500.0,51300.0,54500.0,114300.0
4,500.0,2200.0,50900.0,61500.0,109500.0,144700.0
5,600.0,2300.0,51200.0,65200.0,110800.0,553000.0
6,700.0,3300.0,62500.0,110100.0,131800.0,553500.0
7,800.0,6400.0,108800.0,110600.0,157100.0,553600.0
8,900.0,6900.0,109000.0,110900.0,164600.0,553700.0
9,1000.0,7000.0,109800.0,114200.0,206400.0,553900.0
10,1300.0,7300.0,109900.0,131900.0,349800.0,591300.0
11,1400.0,7700.0,110700.0,259400.0,542400.0,676800.0
12,1500.0,11100.0,111100.0,523400.0,640900.0,712200.0
13,1600.0,19400.0,112800.0,553400.0,641200.0,726900.0
14,2400.0,23600.0,126600.0,560000.0,641300.0,729500.0
15,2500.0,23700.0,131700.0,579500.0,641800.0,729600.0
16,2600.0,50700.0,145500.0,583500.0,641900.0,731900.0
17,2700.0,54600.0,145800.0,583600.0,725800.0,748900.0
18,2800.0,61400.0,164500.0,584000.0,969400.0,969500.0
19,2900.0,62600.0,164800.0,584300.0,997500.0,970400.0
20,3000.0,75400.0,165200.0,584500.0,1032100.0,1032400.0
21,3100.0,108700.0,210100.0,591100.0,1032200.0,1033900.0
22,3200.0,108900.0,215700.0,591500.0,1032500.0,1079800.0
23,3500.0,110000.0,216000.0,625000.0,1033600.0,1080600.0
24,3600.0,113800.0,307500.0,646100.0,1033700.0,1198700.0
25,3700.0,123300.0,389200.0,676900.0,1035700.0,1199300.0
26,3800.0,145900.0,523100.0,677100.0,1038800.0,1229900.0
27,3900.0,157000.0,530100.0,678100.0,1051000.0,1230800.0
28,4000.0,186600.0,530300.0,705800.0,1051100.0,1284700.0
29,4100.0,210200.0,532000.0,717900.0,1051200.0,1284800.0
30,4200.0,215800.0,537400.0,719700.0,1051300.0,1360400.0
31,4300.0,232700.0,539000.0,719800.0,1051400.0,1393200.0
32,4400.0,312200.0,540500.0,719900.0,1051500.0,1409600.0
33,4500.0,315500.0,541300.0,720200.0,1051600.0,1415600.0
34,4600.0,316100.0,545700.0,720300.0,1051700.0,1415900.0
35,4700.0,316600.0,548500.0,721400.0,1051800.0,1416000.0
36,4800.0,318800.0,559000.0,725500.0,1051900.0,1421700.0
37,4900.0,319200.0,559700.0,725600.0,1052000.0,1421800.0
38,5000.0,319300.0,559900.0,727400.0,1052100.0,1421900.0
39,5100.0,347900.0,579400.0,728100.0,1052200.0,1483500.0
40,5200.0,348300.0,583800.0,729700.0,1052300.0,1869900.0
41,5300.0,349600.0,584100.0,730500.0,1052400.0,1870700.0
42,5400.0,360200.0,590600.0,731700.0,1052500.0,1878300.0
43,5600.0,388700.0,591200.0,733300.0,1052600.0,1879000.0
44,5700.0,389100.0,592000.0,733400.0,1052700.0,1894100.0
45,5800.0,389700.0,624600.0,748700.0,1052800.0,1895700.0
46,5900.0,389800.0,624900.0,750600.0,1052900.0,1899300.0
47,6000.0,390000.0,629200.0,785700.0,1053000.0,1945400.0
48,6100.0,393600.0,640200.0,821500.0,1053100.0,1987400.0
49,6200.0,514000.0,640400.0,857100.0,1053200.0,
50,6300.0,518500.0,641000.0,959700.0,1053300.0,
51,6500.0,520700.0,641600.0,959900.0,1053400.0,
52,6600.0,522800.0,641700.0,960000.0,1053500.0,
53,6700.0,525600.0,646200.0,960300.0,1080300.0,
54,6800.0,525700.0,674600.0,960500.0,1081000.0,
55,7100.0,525800.0,676200.0,962900.0,1081100.0,
56,7200.0,526000.0,676300.0,969900.0,1088100.0,
57,7400.0,526600.0,677000.0,970100.0,1104300.0,
58,7500.0,526700.0,677400.0,970200.0,1175500.0,
59,7600.0,527200.0,677800.0,970500.0,1217200.0,
60,7800.0,528900.0,677900.0,973700.0,1229600.0,
61,7900.0,529200.0,678000.0,973800.0,1284900.0,
62,8000.0,529500.0,679700.0,974100.0,1317900.0,
63,8100.0,530000.0,680100.0,974600.0,1359800.0,
64,8200.0,530200.0,680300.0,1009000.0,1412000.0,
65,8300.0,530400.0,685500.0,1013300.0,1448400.0,
66,8400.0,530500.0,685600.0,1021000.0,1565700.0,
67,8500.0,531600.0,685700.0,1021100.0,1742200.0,
68,8600.0,531700.0,685800.0,1031000.0,1878400.0,
69,8700.0,531900.0,685900.0,1032600.0,1879200.0,
70,8800.0,532100.0,686000.0,1035500.0,1894300.0,
71,8900.0,532400.0,697400.0,1036000.0,1894400.0,
72,9000.0,532500.0,698000.0,1036500.0,1894500.0,
73,9100.0,532600.0,698200.0,1047300.0,1894600.0,
74,9200.0,534300.0,698300.0,1076700.0,1894700.0,
75,9300.0,534900.0,705700.0,1078700.0,1894800.0,
76,9400.0,536200.0,719500.0,1078900.0,1895100.0,
77,9500.0,536400.0,720100.0,1080000.0,1895200.0,
78,9600.0,538200.0,720900.0,1080500.0,1895300.0,
79,9700.0,538300.0,721300.0,1081200.0,1895400.0,
80,9800.0,538800.0,721600.0,1083500.0,1898000.0,
81,9900.0,538900.0,721800.0,1084300.0,1904500.0,
82,10000.0,539100.0,724100.0,1084900.0,1945700.0,
83,10100.0,539200.0,724700.0,1086300.0,2027000.0,
84,10200.0,540600.0,724800.0,1086700.0,2040000.0,
