,0,1,2
0,9.506382978723407,2.5554255319148926,-4.117127659574469
1,9.52159574468085,2.546276595744681,-4.1280851063829775
2,9.52117021276596,2.5429787234042553,-4.114468085106382
3,9.520106382978726,2.5351063829787237,-4.116595744680852
4,9.513510638297872,2.5519148936170213,-4.12776595744681
5,9.531063829787238,2.5261702127659573,-4.118617021276595
6,9.553723404255322,2.5226595744680838,-4.1036170212765954
7,9.552978723404255,2.5127659574468084,-4.1138297872340415
8,9.535638297872342,2.508085106382978,-4.088829787234041
9,9.527234042553193,2.5223404255319157,-4.1062765957446805
10,9.539574468085105,2.5529787234042556,-4.104574468085105
11,9.529148936170214,2.577553191489362,-4.133404255319149
12,9.515957446808512,2.582127659574469,-4.097659574468084
13,9.524787234042554,2.572021276595745,-4.110000000000002
14,9.506382978723405,2.5643617021276603,-4.072659574468085
15,9.508191489361707,2.5663829787234045,-4.106702127659576
16,9.50021276595745,2.5898936170212763,-4.1382978723404245
17,9.527659574468087,2.58659574468085,-4.1279787234042535
18,9.52893617021277,2.585851063829788,-4.114787234042552
19,9.51627659574468,2.599893617021277,-4.113723404255318
20,9.520638297872342,2.577234042553191,-4.1178723404255315
21,9.527446808510634,2.589361702127659,-4.117127659574467
22,9.524042553191489,2.6014893617021277,-4.119787234042553
23,9.521702127659575,2.588510638297871,-4.1359574468085105
24,9.537340425531914,2.6002127659574468,-4.135
25,9.522872340425536,2.585851063829787,-4.108936170212765
26,9.531382978723403,2.567234042553192,-4.134255319148935
27,9.533085106382979,2.5872340425531903,-4.11531914893617
28,9.530212765957446,2.5805319148936174,-4.124574468085107
29,9.518191489361705,2.5795744680851067,-4.122234042553192
30,9.540531914893618,2.5756382978723407,-4.1115957446808515
31,9.517340425531915,2.5722340425531924,-4.13595744680851
32,9.516489361702128,2.57468085106383,-4.13372340425532
33,9.515106382978724,2.581063829787235,-4.107127659574468
34,9.525957446808512,2.5701063829787225,-4.1205319148936175
35,9.503297872340424,2.5573404255319137,-4.084468085106382
36,9.507234042553192,2.584893617021277,-4.132127659574468
37,9.514680851063828,2.5738297872340414,-4.14244680851064
38,9.515531914893618,2.577659574468085,-4.142978723404255
39,9.515744680851062,2.542553191489361,-4.132021276595744
40,9.521382978723404,2.557765957446807,-4.1498936170212755
41,9.506276595744682,2.563723404255319,-4.1360638297872345
42,9.515425531914893,2.555851063829787,-4.123723404255318
43,9.505106382978724,2.574468085106383,-4.137872340425531
44,9.503297872340426,2.5437234042553194,-4.133191489361702
45,9.50063829787234,2.5424468085106384,-4.1322340425531925
46,9.501808510638298,2.574468085106382,-4.174468085106384
47,9.501170212765956,2.5270212765957454,-4.149787234042553
48,9.4963829787234,2.5332978723404254,-4.1291489361702105
49,9.48978723404255,2.5457446808510635,-4.170531914893617
50,9.485212765957451,2.533936170212766,-4.133085106382978
51,9.482978723404253,2.5189361702127653,-4.147340425531915
52,9.489574468085104,2.541914893617021,-4.1707446808510635
53,9.506808510638297,2.5348936170212752,-4.165425531914893
54,9.475957446808508,2.4965957446808504,-4.133297872340424
55,9.494255319148937,2.519893617021276,-4.15627659574468
56,9.498936170212767,2.522872340425531,-4.148617021276595
57,9.476595744680854,2.5281914893617015,-4.154468085106384
58,9.488510638297871,2.528191489361702,-4.173617021276597
59,9.487659574468085,2.530425531914894,-4.170425531914896
60,9.469680851063831,2.516702127659575,-4.153510638297871
61,9.458723404255315,2.5024468085106384,-4.163191489361701
62,9.485744680851065,2.5073404255319143,-4.184893617021276
63,9.479574468085106,2.512021276595745,-4.166276595744682
64,9.484255319148938,2.503617021276595,-4.175744680851064
65,9.47563829787234,2.510744680851063,-4.176170212765956
66,9.465638297872342,2.5021276595744673,-4.17404255319149
67,9.464255319148933,2.492553191489361,-4.177872340425533
68,9.468510638297875,2.4951063829787223,-4.159361702127659
69,9.46840425531915,2.5260638297872346,-4.183936170212766
70,9.466063829787235,2.498297872340426,-4.199468085106382
71,9.475531914893617,2.4956382978723397,-4.181489361702126
72,9.476276595744682,2.514574468085107,-4.186914893617021
73,9.478191489361704,2.4948936170212765,-4.191595744680849
74,9.465744680851065,2.5224468085106393,-4.175531914893617
75,9.46276595744681,2.5086170212765952,-4.195212765957447
76,9.475851063829786,2.492021276595744,-4.18936170212766
77,9.472553191489364,2.5142553191489356,-4.2068085106382975
78,9.47340425531915,2.488723404255319,-4.210106382978724
79,9.452340425531917,2.5051063829787243,-4.2118085106382965
80,9.457553191489358,2.4779787234042554,-4.204574468085105
81,9.463404255319148,2.490000000000001,-4.200957446808511
82,9.474999999999998,2.464680851063829,-4.191382978723406
83,9.475425531914894,2.495957446808511,-4.193829787234043
84,9.47595744680851,2.4964893617021287,-4.1731914893617015
85,9.474468085106384,2.503510638297872,-4.190851063829786
86,9.463085106382977,2.5261702127659573,-4.199148936170213
87,9.474148936170215,2.5494680851063816,-4.19
88,9.479893617021272,2.53404255319149,-4.1821276595744665
89,9.481808510638297,2.542659574468086,-4.179042553191491
90,9.477659574468085,2.5429787234042553,-4.172978723404253
91,9.47797872340426,2.5452127659574466,-4.173936170212765
92,9.462234042553193,2.5256382978723404,-4.182872340425531
93,9.475425531914892,2.5165957446808513,-4.168829787234043
94,9.477340425531915,2.50595744680851,-4.156276595744681
95,9.473404255319148,2.485744680851064,-4.145
96,9.462765957446809,2.4695744680851073,-4.151702127659573
97,9.461702127659574,2.4791489361702115,-4.152340425531916
98,9.457234042553191,2.4581914893617034,-4.160106382978724
99,9.465531914893615,2.4692553191489353,-4.196808510638298
